j,i,lat,lon,THETA_W850,THETA_E850,GPH850,GPH500,SLP,T2C,RH2,U10M,V10M,TC1000,RH1000,U1000,V1000,TC975,RH975,U975,V975,TC950,RH950,U950,V950,TC925,RH925,U925,V925,TC850,RH850,U850,V850,TC700,RH700,U700,V700,TC500,RH500,U500,V500,TC300,RH300,U300,V300,label
83,253,36.96445,19.61816,0.86520195,27.831821,153.06354,576.62,1020.5071,18.175879,66.115456,-2.8421519,4.1757603,16.126858,65.527695,-3.0532024,4.6581397,14.0327425,72.08152,-3.0802672,4.7269464,11.905766,79.756874,-3.094471,4.7873063,9.758922,86.751205,-3.1257484,4.973027,8.7620945,23.409922,-2.3081,4.695615,3.5712879,1.7043133,-2.0811684,1.6979285,-14.995225,23.309813,4.926326,-1.0515909,-41.873516,59.717377,15.439325,-9.572418,28
84,253,37.07674,19.61816,0.775419,27.637177,153.03021,576.55664,1020.4697,18.181269,64.63979,-2.588812,4.2947774,16.139143,63.716606,-2.7609186,4.738397,14.045157,70.04541,-2.7810636,4.787741,11.917639,77.461174,-2.7899485,4.8231635,9.774625,84.0327,-2.809477,4.959093,8.78253,22.324444,-2.219996,4.5775204,3.5309591,1.7899557,-2.0637252,1.7652797,-15.0002775,22.711607,4.8396716,-1.0260736,-41.92674,59.950363,15.364996,-9.368948,28
85,253,37.18903,19.61816,0.7002514,27.47421,152.99484,576.496,1020.417,18.205116,63.280247,-2.4171977,4.396002,16.170496,62.01268,-2.5635252,4.825357,14.076324,68.12445,-2.5823972,4.8580093,11.948219,75.29023,-2.5921745,4.870903,9.807542,81.48256,-2.6144538,4.9589677,8.810207,21.34122,-2.2272315,4.4923363,3.4931133,1.8719572,-2.0520177,1.8723569,-14.998076,22.006725,4.764266,-1.0317194,-41.97895,60.204197,15.366235,-9.145833,28
86,253,37.30132,19.61816,0.6331456,27.327684,152.95972,576.4169,1020.3634,18.234035,61.91375,-2.264425,4.4965715,16.206238,60.292854,-2.3747866,4.9255257,14.111885,66.18257,-2.3932438,4.9407363,11.983336,73.0945,-2.4046621,4.9296775,9.841742,78.9904,-2.4307156,4.9663887,8.818328,20.528242,-2.2264514,4.426476,3.4442418,1.942121,-2.0665536,1.9795682,-14.993554,21.292526,4.6869483,-1.0294874,-42.022285,59.86246,15.357628,-8.978164,28
87,253,37.41361,19.61816,0.60896677,27.27062,152.93257,576.36554,1020.3208,18.274357,60.89538,-2.16941,4.569525,16.253735,58.988445,-2.2584183,4.99007,14.159106,64.706436,-2.2792482,4.991023,12.030346,71.42164,-2.2959063,4.9600945,9.887192,77.12122,-2.3380823,4.9544964,8.835125,20.060808,-2.279794,4.3890514,3.4034417,2.0296493,-2.0561316,2.0996556,-15.0008545,20.63772,4.6324725,-1.0048594,-42.074608,60.31602,15.365063,-8.711648,28
88,253,37.525898,19.61816,0.5880355,27.221043,152.90349,576.3036,1020.2774,18.317936,59.931664,-2.0655298,4.6817513,16.304329,57.72991,-2.162314,5.097822,14.209321,63.28231,-2.185545,5.0832443,12.079722,69.81673,-2.2069874,5.0306363,9.933508,75.34341,-2.2638283,4.9785795,8.83329,19.732754,-2.3377266,4.361514,3.351426,2.0859933,-2.055467,2.2066689,-15.003717,20.042953,4.5571556,-0.96625686,-42.116905,59.983246,15.314619,-8.566135,28
89,253,37.638187,19.61816,0.63781226,27.319244,152.88893,576.25336,1020.2485,18.372005,59.447388,-2.0210578,4.735052,16.36236,57.085888,-2.123223,5.1507506,14.266825,62.55514,-2.1516602,5.1254115,12.136153,69.020645,-2.1811113,5.057256,9.982169,74.67415,-2.2600884,4.973266,8.819439,20.142424,-2.395817,4.373957,3.3018973,2.1837406,-2.051647,2.3124998,-15.034947,19.513834,4.5011773,-0.89841247,-42.17171,60.948437,15.184318,-8.249301,28
90,253,37.750477,19.61816,0.6926878,27.429113,152.89777,576.2123,1020.2289,18.428637,59.10587,-1.9947699,4.8214636,16.42184,56.590504,-2.1345692,5.2415214,14.325906,61.98943,-2.167894,5.2047987,12.195085,68.38427,-2.2044854,5.120119,10.036705,74.08044,-2.3040564,5.0021105,8.811031,20.583427,-2.4800353,4.374312,3.2471585,2.2474177,-2.0512495,2.436863,-15.059493,19.138226,4.461155,-0.8325357,-42.218803,61.193546,15.024891,-8.036634,28
91,253,37.862766,19.61816,0.79171395,27.634459,152.93358,576.16724,1020.232,18.494005,59.048542,-2.010186,4.875316,16.488628,56.45451,-2.1746602,5.312119,14.391691,61.83656,-2.2137802,5.273813,12.259369,68.244545,-2.2573729,5.184475,10.090434,74.22368,-2.3729382,5.054908,8.755656,21.75611,-2.5199401,4.4235864,3.1799667,2.3588011,-2.0112298,2.5370033,-15.13315,18.826372,4.42361,-0.73368996,-42.277603,59.798832,14.797255,-7.7993383,28
92,253,37.975056,19.61816,0.89951634,27.859257,152.9513,576.1206,1020.2211,18.55878,59.14691,-2.0690866,4.944373,16.555542,56.486588,-2.2601569,5.3921866,14.457612,61.86831,-2.3026733,5.3537354,12.324026,68.3058,-2.3499308,5.2612944,10.145573,74.56987,-2.4756813,5.1219416,8.7198925,22.923994,-2.595191,4.456861,3.1142902,2.4531217,-1.9429806,2.6508186,-15.1931095,18.629524,4.379491,-0.64260036,-42.33161,58.24905,14.595082,-7.601741,28
93,253,38.087345,19.61816,1.0014092,28.07268,153.00403,576.05664,1020.2748,18.621151,59.38739,-2.1923876,5.0345964,16.621742,56.665882,-2.4135892,5.517781,14.5228815,62.066807,-2.4544353,5.4858747,12.387752,68.55529,-2.4965146,5.3978724,10.202397,75.0586,-2.6094995,5.2643056,8.682642,24.080383,-2.5392435,4.553475,3.0427601,2.5819013,-1.8626975,2.7981489,-15.2354145,18.684368,4.379362,-0.5774646,-42.396976,57.580605,14.29644,-7.417297,28
94,253,38.199635,19.61816,1.1039436,28.28862,153.06169,575.99384,1020.33276,18.68136,59.738953,-2.3424654,5.122354,16.68392,56.97777,-2.6419969,5.6620307,14.584461,62.4084,-2.6606429,5.6408167,12.448273,68.96254,-2.668988,5.5601735,10.255476,75.756226,-2.730652,5.4340587,8.644837,25.273342,-2.485917,4.6413116,2.9702964,2.7113078,-1.7804735,2.9442728,-15.281189,18.777632,4.3862424,-0.5082836,-42.460915,56.963535,13.987512,-7.230414,28
95,253,38.311924,19.61816,1.1967028,28.486444,153.05891,575.9561,1020.30536,18.720348,60.581383,-2.6197228,5.220049,16.717403,57.861324,-3.0884085,5.8537874,14.618462,63.36541,-3.0346456,5.853342,12.483273,70.03268,-2.950439,5.8013973,10.287921,77.13309,-2.8749835,5.7305574,8.661115,26.122591,-2.4391823,4.8207545,2.891845,2.869654,-1.6808267,3.1465833,-15.284177,19.065329,4.4309645,-0.4962624,-42.513763,55.527355,13.744385,-7.102613,28
96,253,38.424213,19.61816,1.2909734,28.687374,153.04608,575.91797,1020.26483,18.757399,61.464924,-2.9059553,5.326044,16.749182,58.789223,-3.5381603,6.052121,14.650707,64.37311,-3.4138176,6.0726137,12.516436,71.16099,-3.239824,6.0503974,10.319415,78.55371,-3.0303378,6.0383296,8.683196,26.948406,-2.3878255,5.0216007,2.8168387,3.0211234,-1.5812423,3.3563461,-15.281862,19.370348,4.4854603,-0.49377054,-42.56222,53.954544,13.515789,-6.992638,28
97,253,38.536503,19.61816,1.3452542,28.804308,153.06137,575.89026,1020.2853,18.664642,64.00794,-3.5676186,5.4722967,16.639627,61.582016,-4.0367966,6.183835,14.548921,67.31985,-3.827676,6.276708,12.431293,74.14861,-3.4637578,6.3831587,10.268159,81.2167,-2.996398,6.451527,8.75959,26.973927,-2.310616,5.110817,2.775846,3.1623657,-1.4895102,3.5690753,-15.304672,19.78597,4.6265063,-0.39801764,-42.578518,51.994373,13.332121,-6.9192786,28
98,253,38.648792,19.61816,1.3940573,28.910044,153.07602,575.8641,1020.30804,18.548847,66.903885,-4.31062,5.627999,16.504799,64.77162,-4.558216,6.3169856,14.423345,70.68066,-4.258577,6.489332,12.32549,77.5404,-3.681667,6.7421417,10.203241,84.18324,-2.9265354,6.8967395,8.853947,26.83177,-2.2524972,5.1809444,2.7408948,3.2990987,-1.3964891,3.7843466,-15.326849,20.213488,4.775855,-0.29572347,-42.58841,49.934647,13.17253,-6.868663,28
99,253,38.76108,19.61816,1.4050027,28.93023,153.08401,575.8093,1020.3569,18.307108,70.378746,-4.8756714,5.6955485,16.234241,68.733505,-5.101461,6.4849973,14.172697,74.60145,-4.641243,6.64472,12.144075,80.25247,-3.6897936,6.8553476,10.172237,84.19397,-2.6334193,6.9613967,8.86344,26.6639,-2.1565716,5.223292,2.6902146,3.50028,-1.3003154,3.9754689,-15.37264,20.780195,4.937155,-0.17145574,-42.625126,48.67504,13.027541,-6.8092103,28
100,253,38.87337,19.61816,1.3466768,28.79708,153.10406,575.7385,1020.4259,17.98333,74.0035,-5.3266873,5.8145695,15.876755,72.82735,-5.588124,6.6347094,13.842182,78.41268,-4.956717,6.750197,11.923007,81.708,-3.5513039,6.865163,10.190722,80.87524,-2.28309,6.8879013,8.863274,25.678577,-2.122963,5.236914,2.6790943,3.6543334,-1.2041957,4.1349244,-15.426168,21.283047,5.126875,-0.017571412,-42.640804,47.45441,12.9454775,-6.751457,28
101,253,38.98566,19.61816,1.3686122,28.842222,153.07112,575.6639,1020.42255,17.751411,76.17713,-5.717155,5.9972563,15.610583,75.450294,-5.929624,6.8148236,13.576857,81.37752,-5.321488,6.90694,11.686514,84.59288,-3.8758132,7.00795,10.110663,81.661545,-2.3005865,6.9467406,8.944272,25.164719,-1.8957123,5.2154045,2.6498308,3.875981,-0.98548084,4.30064,-15.479458,21.94411,5.1533413,0.05697166,-42.66276,44.705116,12.697768,-6.657106,28
102,253,39.09795,19.61816,1.3803995,28.866865,152.98927,575.6032,1020.3402,17.68673,74.97101,-5.4976664,6.0293574,15.531827,74.180695,-5.673402,6.7664027,13.483855,80.2193,-5.255431,6.85302,11.612895,82.76923,-4.1542387,6.8382497,10.155816,78.49654,-2.5857089,6.549728,8.874785,25.597843,-1.7398626,5.3347797,2.6180768,4.0627203,-0.89939165,4.4452643,-15.508153,22.617764,5.239173,0.114741996,-42.66908,43.597652,12.555719,-6.595314,28
103,253,39.21024,19.61816,1.4224844,28.952475,153.0244,575.5572,1020.39844,17.61868,73.845314,-5.300768,6.1026244,15.454158,72.793755,-5.5184855,6.7960134,13.406342,78.70355,-5.0816593,6.8271613,11.574305,81.27562,-3.7292588,6.74109,10.2031765,76.426414,-2.0446985,6.4068246,8.829347,26.097542,-1.640483,5.317954,2.588819,4.300478,-0.7018742,4.670309,-15.597624,22.9835,5.404231,0.23129211,-42.698124,42.38642,12.306843,-6.5351753,28
104,253,39.32253,19.61816,1.5110555,29.138294,153.04599,575.5159,1020.43256,17.562542,71.924675,-5.401064,5.9708595,15.406921,70.252106,-5.613504,6.7183394,13.3961315,75.46201,-4.927651,6.7460775,11.645956,78.42564,-3.3539803,6.6047063,10.243046,75.90996,-1.7180325,6.2855477,8.849147,26.774107,-1.374516,5.3632836,2.5627415,4.5270658,-0.47838044,4.8925853,-15.640136,23.610577,5.4962006,0.30867553,-42.74989,42.01651,12.131275,-6.489718,28
105,253,39.434814,19.61816,1.5721256,29.268827,153.109,575.4827,1020.53723,17.5859,70.816376,-5.291583,6.035369,15.426048,68.83696,-5.6339803,6.715369,13.411317,74.03964,-4.967556,6.956282,11.622444,77.9319,-3.373595,6.86992,10.206052,76.64156,-1.6884898,6.471225,8.698882,28.189798,-1.2421633,5.3021617,2.5255044,4.773711,-0.2334067,5.0968723,-15.669678,24.073368,5.6346574,0.40642703,-42.78296,41.308266,11.919554,-6.4811163,28
106,253,39.547104,19.61816,1.6486919,29.432676,153.14432,575.45685,1020.61194,17.214504,69.736084,-5.1404457,5.697733,15.358905,66.45695,-5.7940364,6.5997434,13.423627,71.16909,-5.208461,7.0375385,11.627616,76.550446,-3.547163,7.0412793,10.18429,76.88373,-1.6637352,6.674581,8.627896,29.285646,-1.066617,5.221802,2.5029807,5.013075,0.00782769,5.332177,-15.724918,24.670906,5.784115,0.5355117,-42.82581,40.817112,11.745609,-6.446537,28
107,253,39.659393,19.61816,1.731938,29.60886,153.15027,575.4086,1020.6128,16.603619,69.48234,-4.734757,5.173777,15.162038,64.62449,-5.647909,6.167959,13.471165,68.33716,-4.770838,6.655431,11.808251,72.35025,-3.1859138,6.792121,10.37788,72.286125,-1.610805,6.5102034,8.352292,31.80215,-0.96178305,5.3560395,2.4812572,5.2593985,0.38746557,5.4170475,-15.725463,25.603794,5.9638104,0.58575624,-42.872482,39.822918,11.59024,-6.470854,28
108,253,39.771683,19.61816,1.8211235,29.79751,153.17397,575.3835,1020.6306,16.00764,68.98668,-4.28532,4.739665,15.005533,62.825268,-5.5066094,5.665225,13.528023,65.99807,-4.2764516,6.270567,11.978027,68.84256,-2.7994404,6.538253,10.563359,68.289406,-1.5342325,6.341811,8.1047,34.176247,-0.81771946,5.4614577,2.4583411,5.5061293,0.760799,5.5083942,-15.732008,26.550566,6.15757,0.64663374,-42.921295,39.02296,11.439445,-6.501534,28
109,253,39.883972,19.61816,1.9561102,30.085924,153.12573,575.3711,1020.62915,16.747221,64.4759,-4.4740777,4.546979,15.198431,59.1408,-5.198436,5.2932386,13.514661,62.162952,-4.200888,5.831134,11.934177,66.38021,-2.8193252,6.2274094,10.456978,68.039375,-1.6135665,6.187676,8.095215,35.59419,-0.7725702,5.6933937,2.3863616,5.876101,0.9857868,5.6829515,-15.718364,27.495806,6.2810454,0.5165073,-42.959496,38.399216,11.196714,-6.5255218,28
110,253,39.99626,19.61816,2.0828357,30.355932,153.07443,575.36383,1020.6131,17.390211,60.08241,-4.6385417,4.368674,15.387893,55.5027,-4.91533,4.912362,13.503683,58.474014,-4.1188593,5.4119596,11.896524,64.053696,-2.825233,5.937774,10.369227,67.69405,-1.665654,6.0805373,8.126499,36.645504,-0.7242299,5.9412394,2.315711,6.223963,1.2024393,5.850283,-15.703695,28.294428,6.415598,0.38562262,-42.99751,37.862087,10.960565,-6.5428653,28
111,253,40.10855,19.61816,2.2351928,30.669443,153.01016,575.43317,1020.41943,14.364533,63.596798,-3.9528067,4.214709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.64207,62.907223,-1.6710747,6.3040166,8.34694,36.29691,-0.4306518,5.371381,2.2361639,6.4576087,1.5689527,5.994612,-15.690559,27.997505,6.6420646,0.6144193,-43.040607,36.901333,10.890879,-6.5720305,28
112,253,40.22084,19.61816,2.4035242,31.016886,152.93507,575.50055,1020.2175,11.166674,67.40911,-3.2001374,3.9729612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.89927,58.41734,-1.6621269,6.532744,8.554671,36.178608,-0.15262108,4.781389,2.1647136,6.6680326,1.9191071,6.135607,-15.675824,27.660711,6.880202,0.85171753,-43.086548,35.94594,10.826487,-6.59674,28
113,253,40.33313,19.61816,2.4584892,31.142927,152.94003,575.4054,1020.0539,11.610699,63.286358,-2.114378,3.6912458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.410934,52.263977,-1.4166605,5.9207907,8.295099,38.562763,0.027287746,4.560978,2.122451,6.932566,1.9958861,6.2750444,-15.655424,28.299803,6.9877033,0.8995454,-43.12197,35.578396,10.855778,-6.65446,28
114,253,40.44542,19.61816,2.4470606,31.125528,152.95755,575.32745,1019.8207,12.463993,57.39602,-1.5592424,3.8136675,nan,nan,nan,nan,nan,nan,nan,nan,13.457851,45.622837,-1.9162406,6.595086,12.081031,45.54147,-1.4649502,5.203241,8.169884,39.365112,0.37422207,4.3038573,2.0719097,7.259158,2.0725133,6.35194,-15.653087,29.102674,7.018791,0.89894474,-43.138775,35.3148,10.892901,-6.6780753,28
115,253,40.55771,19.61816,2.48282,31.204185,152.92168,575.20166,1019.9493,11.531897,55.584053,-2.0372832,3.0374634,nan,nan,nan,nan,nan,nan,nan,nan,13.207641,47.585857,-1.1075349,5.6282196,11.716202,49.302185,-0.95948464,4.861801,8.238986,39.24768,0.2878429,4.8249035,1.9760468,7.684433,2.316906,6.463682,-15.691685,30.42806,6.96698,0.96061456,-43.131927,34.902412,10.930518,-6.795924,28
116,253,40.67,19.61816,2.518885,31.27917,152.88576,575.08813,1020.1648,11.643313,54.02672,-2.2109048,2.8276105,nan,nan,nan,nan,14.605385,45.052193,-0.89165944,4.4535856,13.016518,49.177242,-0.38444644,4.3037825,11.349497,52.72046,-0.04046222,4.2027974,8.048595,41.083385,0.13542426,5.4678726,1.8907697,7.9924335,2.588591,6.5528736,-15.724838,31.623732,6.881804,1.0539256,-43.1287,34.72121,10.981361,-6.895189,28
117,253,40.782288,19.61816,2.5362005,31.318945,152.93633,575.0867,1020.3446,11.421233,55.932156,-2.518949,2.247704,nan,nan,nan,nan,14.328782,51.03868,-0.5946806,4.3124027,12.824997,53.144745,-0.34817183,4.09432,11.216916,55.44915,-0.2089028,4.036136,8.015321,41.46739,0.27539954,5.4998517,1.881666,8.160359,2.7698112,6.820379,-15.750622,32.686718,6.787699,1.0607438,-43.162445,34.928005,10.951832,-7.062389,28
118,253,40.894577,19.61816,2.556923,31.381899,152.98259,574.892,1020.52466,11.260162,57.23444,-2.4728892,1.0777715,14.730114,47.82626,-1.2507286,2.6469421,13.866751,54.640644,0.4060104,3.6756904,12.462394,56.238445,0.33637872,4.3045197,10.895282,58.395153,0.01365812,4.500687,8.098957,41.110886,0.37828594,5.765469,1.8295932,8.501421,3.006062,7.08488,-15.775133,33.61669,6.7519503,1.0893481,-43.17277,34.505573,10.880185,-7.171729,28
119,253,41.006866,19.61816,2.5574646,31.38725,152.92455,574.80414,1020.4273,11.65655,55.572773,-2.924041,1.4393928,14.489279,47.542927,-1.9900867,3.7031565,13.806411,56.1556,-0.02022671,4.035604,12.385872,59.88204,0.07049268,4.1070557,10.852778,61.761482,-0.17151785,4.0971594,8.061288,41.42124,0.5516172,5.7320423,1.7306268,8.998016,3.2002668,7.235773,-15.767619,34.698395,6.6604652,1.2180959,-43.212437,33.782604,10.789173,-7.400638,28
120,253,41.119156,19.61816,2.587522,31.448986,152.91266,574.868,1020.43726,11.684999,55.54441,-3.2973492,1.4554232,nan,nan,nan,nan,13.646889,57.939632,-0.64362514,4.2047977,12.2563305,62.867184,-0.17665964,4.2711496,10.777546,65.22918,-0.2407672,4.154691,8.009107,42.09713,0.5657419,5.6294003,1.6729738,9.333223,3.3544216,7.383261,-15.814628,35.824135,6.559038,1.3675348,-43.237717,32.761646,10.735543,-7.5643444,28
121,253,41.231445,19.61816,2.687274,31.679379,152.945,574.87317,1020.4907,11.448458,55.830215,-2.9143581,1.9396476,nan,nan,nan,nan,13.792832,56.18451,-0.65883785,4.468154,12.3232155,62.76596,-0.29388544,4.297526,10.685603,68.037674,-0.36757183,3.919383,7.8180656,44.7213,0.4698626,5.670022,1.6898531,9.388496,3.4422312,7.467482,-15.922779,37.377644,6.4467583,1.6369686,-43.205738,31.716661,10.805228,-7.690629,28
122,253,41.343735,19.61816,2.7914228,31.920284,152.96512,574.8458,1020.48755,11.260014,56.049118,-2.6397636,2.4213545,nan,nan,nan,nan,nan,nan,nan,nan,12.402908,62.55994,-0.4917551,4.2430725,10.62996,70.10828,-0.5008094,3.737054,7.6332054,47.34007,0.4551801,5.716319,1.7006654,9.493687,3.5768776,7.5684943,-16.004545,38.74901,6.343512,1.8683953,-43.187363,30.612856,10.842243,-7.81336,28
123,253,41.456024,19.61816,2.876901,32.114662,152.94695,574.7471,1020.56586,11.118777,59.46351,-2.0091114,1.7224356,nan,nan,nan,nan,nan,nan,nan,nan,12.197965,60.0416,-0.4074184,4.07381,10.482493,68.614944,-0.41938317,3.7276163,7.539865,49.043278,0.8351,5.853575,1.7010597,9.641989,3.7865536,7.5118284,-16.058498,39.9047,6.275181,2.1236777,-43.210796,29.321087,10.750216,-7.9560604,28
124,253,41.568314,19.61816,2.9586692,32.298607,152.92397,574.65045,1020.6281,11.162537,62.514545,-1.5423609,0.90168864,14.232668,49.656002,-1.5896374,1.162996,13.389245,52.125423,-0.92796206,2.9187965,11.991947,57.313557,-0.45884097,3.8385394,10.355164,66.78838,-0.3590182,3.784985,7.4473515,50.67728,1.1953233,5.9682565,1.6960431,9.873604,3.9926262,7.4336195,-16.1044,40.972466,6.2018003,2.3548584,-43.236393,28.04361,10.652738,-8.095805,28
125,253,41.680603,19.61816,2.9701054,32.31594,152.92842,574.72906,1020.7206,11.021263,62.025875,-1.9925683,0.050458726,nan,nan,nan,nan,13.094641,53.541965,-1.2280917,1.6995552,11.773937,60.456753,-0.66301554,2.8520217,10.248329,68.64729,-0.27031362,3.45224,7.5085435,50.28484,1.03724,5.9257054,1.5973947,10.398471,4.15278,7.370678,-16.065598,41.62542,6.113503,2.355423,-43.286148,27.063969,10.50621,-8.242435,28
126,253,41.792892,19.61816,2.9812481,32.331562,152.93715,574.82086,1020.8135,10.875803,61.602722,-2.404543,-0.6665284,nan,nan,nan,nan,12.809768,54.99032,-1.4758966,0.52299696,11.567589,63.542,-0.851282,1.8388773,10.144787,70.50744,-0.1728726,3.0928361,7.557488,49.977345,0.8720922,5.885253,1.5006202,10.922703,4.312544,7.3108788,-16.028772,42.282154,6.0190024,2.3504298,-43.334724,26.067589,10.35414,-8.390123,28
127,253,41.90518,19.61816,2.9134214,32.170845,152.94464,574.76245,1020.81714,10.013059,60.730377,-1.671236,-0.6966717,nan,nan,nan,nan,12.696874,50.917988,-1.6091691,0.12292019,11.600701,58.87953,-0.8632966,1.2714449,10.213114,67.72342,-0.0823615,2.4837852,7.4954724,49.582047,1.4353389,5.5708227,1.4375548,11.410978,4.369166,7.3620195,-16.031727,43.35113,5.831703,2.1779757,-43.36598,24.698479,10.158475,-8.556294,28
128,253,42.01747,19.61816,2.8091156,31.92474,152.93648,574.6312,1020.79565,9.5402565,59.507404,-1.5495579,-0.7546613,nan,nan,nan,nan,12.566419,46.915936,-2.0622633,-0.2475571,11.560338,54.554813,-0.8309835,0.8088411,10.277199,64.382744,-0.022266403,1.999094,7.481699,48.40454,2.1150248,5.3863997,1.357623,12.051698,4.43751,7.373213,-16.049452,44.553837,5.64909,2.0293674,-43.411987,23.356436,9.896129,-8.683721,28
129,253,42.12976,19.61816,2.7909584,31.865936,152.9633,574.66296,1020.6687,8.919725,55.622,-1.3677069,-0.38122815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.397933,48.820232,2.4427068,5.4307575,1.4019204,12.284364,4.505693,7.1079993,-16.089813,45.220886,5.4142027,2.11844,-43.425976,21.775959,9.733381,-8.903915,28
130,253,42.24205,19.61816,2.6346343,31.517433,152.83443,574.7038,1020.3826,7.6438875,52.68936,-0.3075089,-0.77950656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.218357,48.721226,2.905578,5.3609233,1.4505942,12.213901,4.5813403,6.958042,-16.11218,45.674675,5.1885114,2.1945796,-43.454796,20.725954,9.587036,-8.981554,28
131,253,42.35434,19.61816,2.324053,30.834457,152.61685,574.7223,1019.91144,5.484963,53.848,-0.4988804,0.19264583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.036727,47.0553,3.1342492,5.3497505,1.4843799,12.025001,4.530762,6.7890635,-16.168558,46.204002,5.0494523,2.4185386,-43.47002,19.648726,9.405871,-9.11788,28
132,253,42.46663,19.61816,nan,nan,nan,574.44507,1019.28265,4.073354,53.90974,0.19327009,1.6279866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5568506,11.892152,4.5692105,6.8937087,-16.185303,46.78714,4.9792295,2.6702392,-43.4957,18.818626,9.177419,-9.070104,28
133,253,42.57892,19.61816,nan,nan,nan,574.1673,1019.27484,3.653062,53.09564,1.2096806,2.1756444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.6833091,11.326863,4.4316983,6.5305233,-16.200354,47.03393,4.805609,2.8634703,-43.563366,18.196281,8.975643,-8.956115,28
134,253,42.691208,19.61816,1.2514186,28.547173,152.63298,574.04126,1019.4847,3.7337182,50.493336,1.4813944,2.6787677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.777955,38.373848,4.9691367,6.19026,1.6882659,11.249675,3.9184422,6.120752,-16.19792,47.45104,4.699265,3.0655618,-43.626045,17.984497,8.775031,-8.731946,28
135,253,42.803497,19.61816,1.188384,28.41562,152.35951,574.0083,1019.016,4.2855825,46.424053,1.7297863,3.200352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.2422805,34.27449,5.5597916,6.092852,1.6153204,11.273266,3.838463,5.855686,-16.077753,47.821136,4.5905766,2.7818189,-43.642544,17.66211,8.7407675,-8.485452,28
136,253,42.915787,19.61816,1.1392905,28.313099,152.11871,573.9934,1018.6211,4.8845,42.442463,1.9026438,3.614362,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.7280736,30.264696,5.9591804,5.988266,1.559983,11.264354,3.809506,5.5443707,-15.979915,48.075577,4.418138,2.511928,-43.662544,17.525555,8.681782,-8.216895,28
137,253,43.028076,19.61816,1.1424634,28.318975,152.10335,574.05273,1018.80457,4.7648683,39.02679,0.9329922,2.8304312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.113211,27.758083,5.444878,6.508864,1.3439367,11.847449,3.1700563,5.872379,-16.103775,49.009777,4.277867,2.1582644,-43.68322,17.855509,8.596374,-7.982415,28
138,253,43.140366,19.61816,1.161363,28.357803,152.08646,574.0967,1018.97723,4.7413282,35.367664,-0.04205943,2.0438318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.561768,24.98305,4.997824,7.0290203,1.1309199,12.380158,2.4098313,6.0628014,-16.230137,49.975044,4.085776,1.8378031,-43.707428,18.360754,8.48632,-7.739371,28
139,253,43.252655,19.61816,1.0272514,28.080101,152.03004,573.9089,1018.95825,5.1581244,33.295776,0.03993721,2.6065588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.708489,22.96369,4.6931715,5.722705,1.2113681,11.733834,2.1313286,6.2970777,-16.167028,50.171497,3.9126508,1.8742585,-43.74829,19.140553,8.167312,-7.326696,28
140,253,43.364944,19.61816,0.89359087,27.803797,151.93979,573.67664,1018.87585,5.6238832,31.335016,0.20077315,3.2775073,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.828569,21.122562,4.6587257,4.5599833,1.3024322,11.034625,1.7685826,6.456218,-16.10229,50.499527,3.6916118,1.9117312,-43.7923,20.034128,7.8149304,-6.9072576,28
141,253,43.477234,19.61816,0.75805205,27.523842,151.84914,573.6517,1018.9007,5.3218813,31.396448,-0.062452424,2.8205137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.825483,20.024363,4.90413,4.300444,1.3852236,9.963402,1.5911928,6.2058673,-16.057652,51.689228,3.8291404,1.5914538,-43.85928,20.861595,7.5097213,-6.5145144,28
142,253,43.589523,19.61816,0.64283806,27.284187,151.78323,573.70984,1018.85864,4.843363,31.52477,-0.19496469,2.48453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.942523,18.425472,4.4592824,3.493566,1.3686024,8.94974,1.4986633,6.1205,-16.028172,53.12861,4.0855575,1.345535,-43.94548,22.056532,7.159059,-6.068776,28
